,parameters_2019,precision_2019,parameters_2018,precision_2018,parameters_2017,precision_2017,mean
0,{'priors': None},0.3832199546485261,{'priors': None},0.36359404096834264,{'priors': None},0.35583488516449413,0.36754962692712095
