,beat,beat_num,district,sector,count_l_stops,count_bus_stops,count_metra_stops,count_restaurants,count_bars,count_daycares,count_entertainment,count_businesses,road_distance_ft,TOTAL POPULATION,dist_to_police,dist_to_hospital
15,5,1655,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16179.246031126371,0.0,33699.21311029353,21220.529209903816
16,3,1632,16,3,0.0,70.0,0.0,53.0,13.0,6.0,2.0,149.0,321284.9950498107,14167.027900325746,12557.93818830938,2769.7653145220725
17,2,1925,19,2,0.0,60.0,0.0,87.0,48.0,2.0,18.0,142.0,202552.83388541586,23057.84755751429,1971.1483933833827,3523.037481249233
18,2,1922,19,2,2.0,41.0,0.0,108.0,55.0,15.0,5.0,290.0,280566.8108083182,16847.432755198388,5468.578070432328,6085.886784102394
19,3,1732,17,3,2.0,51.0,1.0,51.0,15.0,2.0,4.0,133.0,284716.30251889565,13039.577281949185,7320.622951917791,3236.055902909157
20,2,1921,19,2,0.0,46.0,0.0,81.0,37.0,16.0,4.0,170.0,250319.01822413152,11412.066470605843,9763.482702882555,5585.908313173257
21,5,1653,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25795.91400997698,0.0,36360.07684753596,23800.53256840395
22,3,1733,17,3,0.0,41.0,0.0,70.0,23.0,2.0,3.0,143.0,297233.78198913153,12697.6550396614,9349.21442664912,6263.500629422531
23,5,1652,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25489.437412635092,0.0,38208.073940140646,25627.717148941203
24,3,1731,17,3,0.0,58.0,1.0,54.0,11.0,3.0,2.0,144.0,268121.3057053117,12917.407009030223,7843.960053052293,3206.2283859211057
25,3,1634,16,3,0.0,31.0,0.0,26.0,14.0,4.0,2.0,98.0,235823.2422918188,16728.90518324188,10225.733535800216,3640.050238686814
26,3,1633,16,3,0.0,80.0,0.0,64.0,18.0,9.0,2.0,174.0,314207.71877772507,20708.358889781666,10474.07252814468,1703.968648933488
27,2,1924,19,2,1.0,23.0,0.0,128.0,90.0,8.0,37.0,115.0,133496.05425158344,11323.989566988685,2083.4093325818003,2835.372678827281
28,3,1631,16,3,0.0,55.0,0.0,41.0,12.0,4.0,2.0,106.0,374092.61836167524,17419.145840942976,20381.57363845621,9002.238836472878
29,3,1934,19,3,0.0,45.0,0.0,138.0,59.0,7.0,12.0,190.0,136444.95183793333,18539.750429989283,4994.843578912838,1317.2845853746562
30,3,1933,19,3,3.0,18.0,0.0,94.0,44.0,6.0,16.0,132.0,167686.09753868854,10389.349097797924,4252.419232011317,1456.1299344005054
31,2,2422,24,2,1.0,18.0,0.0,30.0,4.0,3.0,2.0,57.0,75107.23295606032,9041.568881130857,7243.147648901359,10201.769446134054
32,2,2424,24,2,0.0,21.0,1.0,27.0,7.0,4.0,3.0,52.0,156499.28926918015,10974.366442266943,5092.372251753038,9376.399997522261
33,1,1611,16,1,0.0,28.0,0.0,45.0,15.0,10.0,0.0,141.0,438277.31172084855,18740.486321412667,13506.860241496835,6541.987172488437
34,1,2411,24,1,0.0,71.0,0.0,60.0,11.0,5.0,1.0,135.0,248031.98004021312,23472.61762102767,7919.16937079623,12814.863870139074
35,3,2033,20,3,2.0,16.0,0.0,49.0,18.0,5.0,7.0,78.0,125517.68876776232,5931.903569182355,8661.870842157581,1952.1987545460654
36,2,2423,24,2,1.0,18.0,0.0,30.0,2.0,3.0,0.0,50.0,88348.57794805965,11154.598490645794,4808.894235590445,7644.127325840633
37,2,1621,16,2,0.0,71.0,2.0,33.0,6.0,7.0,0.0,128.0,586553.7128177277,10748.715799178133,7610.731195961787,13609.167767021383
38,3,2431,24,3,1.0,20.0,0.0,37.0,10.0,2.0,4.0,37.0,74851.87740040063,8809.012886153769,3334.290785385396,5656.264501640587
39,5,1654,16,5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,19.0,1107100.9881738299,0.044525444840177446,39139.4677360703,26281.78326180449
40,3,2432,24,3,1.0,24.0,0.0,78.0,24.0,6.0,4.0,108.0,194104.7156776707,14944.281485078433,1451.9425728569622,4380.365246925279
41,2,2022,20,2,0.0,11.0,0.0,18.0,3.0,1.0,2.0,27.0,58714.03060420342,9069.26113862368,6402.5157297637425,2505.3754681426954
42,2,1622,16,2,0.0,97.0,1.0,70.0,28.0,8.0,2.0,206.0,572202.6147071543,26746.589142378212,3185.6550751485233,9493.838195555578
43,1,1614,16,1,1.0,34.0,0.0,37.0,15.0,1.0,2.0,167.0,639387.8703196998,14775.021343810316,21504.182621018586,10363.572098626091
44,1,1612,16,1,1.0,42.0,2.0,38.0,16.0,4.0,5.0,131.0,322546.3881358003,11558.178149838937,13030.227714574045,1742.085920777695
45,1,2412,24,1,0.0,34.0,0.0,93.0,5.0,5.0,2.0,165.0,227931.21843248195,17772.958161211922,6009.609175486172,9594.444930176312
46,2,2023,20,2,2.0,21.0,0.0,35.0,9.0,2.0,1.0,51.0,85527.59023201177,9608.317235469452,8530.912370818305,3712.6428885731066
47,1,1712,17,1,0.0,77.0,0.0,121.0,13.0,5.0,3.0,218.0,483991.23274995293,23032.305247313547,3546.6553078591182,8355.013266955784
48,1,1613,16,1,0.0,41.0,0.0,30.0,10.0,3.0,1.0,93.0,397441.2531979482,14274.021854677583,10430.346485963968,4649.211754509063
49,3,2433,24,3,2.0,34.0,0.0,88.0,24.0,6.0,5.0,109.0,198861.82195593062,21385.379595182552,2716.542356142233,2459.715579409154
50,2,1823,18,2,1.0,15.0,0.0,26.0,6.0,2.0,1.0,56.0,98249.62371672159,2718.5979609542296,1710.5007423543789,5094.907861633027
51,1,2413,24,1,0.0,45.0,0.0,109.0,13.0,9.0,1.0,226.0,285032.93556737993,23395.191541529173,5096.779051059257,7069.860753474454
52,1,1711,17,1,0.0,63.0,0.0,67.0,13.0,9.0,2.0,212.0,373848.8458341815,17206.377123011636,8669.14295754948,9978.262289641016
53,1,2013,20,1,0.0,27.0,0.0,59.0,26.0,3.0,4.0,119.0,173918.69456978096,10850.791050617307,6107.016277122193,4241.878209036401
54,1,2012,20,1,0.0,46.0,0.0,59.0,31.0,3.0,2.0,109.0,259173.3510426367,9697.302950583246,3951.519646344099,4689.320400811789
55,0,3100,31,0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,488603.45275182615,56.71487884403758,17114.622146883277,4786.479080468335
56,1,2011,20,1,0.0,66.0,0.0,75.0,22.0,9.0,5.0,178.0,258204.50892942253,17306.233594206496,1838.810043085788,3035.418845081574
57,2,1623,16,2,1.0,81.0,1.0,54.0,11.0,4.0,4.0,191.0,322495.78547679575,17731.153968619536,2452.805324133341,9359.678183545215
58,3,2032,20,3,0.0,26.0,0.0,36.0,10.0,5.0,2.0,99.0,164984.08692901838,8539.239914217234,5417.585656237491,1644.1485570289647
59,1,1213,12,1,1.0,30.0,0.0,77.0,29.0,2.0,8.0,138.0,248503.28349169897,9956.484373235546,5092.424839531167,6048.872551678687
60,3,2031,20,3,0.0,28.0,0.0,34.0,12.0,7.0,1.0,85.0,173789.7040325923,9057.295528440434,2846.484812533188,1510.6238987518866
61,2,1423,14,2,0.0,32.0,0.0,31.0,6.0,3.0,0.0,72.0,183733.88968991995,7235.883017402242,5373.980611464991,2224.439108584558
62,1,1212,12,1,0.0,29.0,0.0,63.0,35.0,6.0,6.0,127.0,163182.98353747194,11069.534173756812,9193.289939520097,1308.84572980345
63,1,1211,12,1,0.0,25.0,0.0,36.0,12.0,2.0,0.0,94.0,153586.033172259,9910.779564785636,8028.367116216575,715.0526802055957
64,2,1121,11,2,0.0,41.0,0.0,25.0,0.0,1.0,0.0,56.0,195193.07912272934,7026.959102029548,8569.502542935561,2336.709126825413
65,1,1112,11,1,0.0,16.0,0.0,40.0,0.0,4.0,0.0,39.0,129256.59112176916,7182.170540249386,10014.38105313562,2798.0346686796847
66,2,1524,15,2,0.0,23.0,0.0,24.0,1.0,4.0,0.0,41.0,176188.66377529228,6606.091782532721,6515.193281003723,8977.9730143737
67,1,1111,11,1,0.0,37.0,0.0,34.0,0.0,3.0,0.0,155.0,301983.16767190956,7508.418030008267,10521.795737389974,4596.566150311825
68,3,1531,15,3,0.0,24.0,0.0,23.0,0.0,2.0,0.0,33.0,116921.53024948777,6565.6688911379415,8133.770534994351,8728.664272979488
69,1,1511,15,1,0.0,26.0,0.0,20.0,0.0,4.0,1.0,49.0,134095.17137074875,7288.330730626507,6086.129139912753,9081.807496414342
70,3,1833,18,3,1.0,26.0,0.0,181.0,131.0,5.0,18.0,513.0,75164.90497262718,9567.654949510621,5939.252526224076,1341.1222015861708
71,3,1832,18,3,0.0,30.0,0.0,91.0,69.0,3.0,20.0,166.0,85654.87990510635,8038.135549316749,4143.761929417613,2723.0676050906695
72,3,1831,18,3,1.0,38.0,0.0,220.0,168.0,6.0,60.0,750.0,195236.7558728942,9746.447992806165,4638.123072209442,4092.006622352872
73,3,1834,18,3,1.0,51.0,0.0,332.0,238.0,7.0,49.0,676.0,270745.01920524833,15967.498669612236,8389.33281745603,1248.9342353231054
74,2,1223,12,2,0.0,32.0,0.0,29.0,8.0,3.0,2.0,109.0,177582.5077549151,3723.781960718091,8123.3992696256355,4037.1371851751323
75,1,1214,12,1,2.0,40.0,0.0,117.0,83.0,2.0,22.0,333.0,231026.15803166595,7287.624218056299,4838.482344202411,7609.140673917659
76,2,1222,12,2,2.0,27.0,0.0,12.0,0.0,1.0,1.0,85.0,153679.90968857126,3974.8681874259278,4864.746938029276,3807.4817566020442
77,1,1215,12,1,1.0,24.0,0.0,84.0,34.0,4.0,7.0,204.0,216313.27579696846,7928.1190446001765,7254.144012063206,6134.425621604692
78,2,0122,01,2,3.0,40.0,0.0,383.0,100.0,1.0,16.0,1344.0,185259.39377724813,1430.7440034187675,8296.202896131877,5934.944561552793
79,2,1221,12,2,0.0,63.0,1.0,43.0,19.0,6.0,0.0,227.0,326638.9927041379,8577.874828486023,8172.98565819321,4119.055028850613
